OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MD,USGS Maryland Water Science Center,USGS-391741077040301,HO Bc   1,Well,,02060006,,,,,39.294827,-77.0672019,24000,1,seconds,Interpolated from MAP.,NAD83,585,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Morgan Run Formation,,19510418,106,ft,106,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391742076334001,1S3E-  6,Well,,02060003,,,,,39.2951073,-76.5607984,24000,5,seconds,Interpolated from MAP.,NAD83,45.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,Northern Atlantic Coastal Plain aquifer system,Patuxent Formation,,1933,145.5,ft,145.5,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391742076364701,1S1E- 52,Well: Test hole not completed as a well,,02060003,,,,,39.295107,-76.612745,24000,5,seconds,Interpolated from MAP.,NAD83,10,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,,Gabbro and Serpentinite At Gray Hill,,19540802,,,62,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391742076534101,HO Be 118,Well,,02060006,,,,,39.2951055,-76.8944204,24000,1,seconds,Interpolated from MAP.,NAD83,415,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,Unconfined single aquifer,19660502,122,ft,122,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391742076552701,HO Bd 344,Well,,02060006,,,,,39.2951053,-76.9238655,24000,1,seconds,Interpolated from MAP.,NAD83,530,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Baltimore Gneiss,Unconfined single aquifer,19731010,280,ft,280,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391742076563801,HO Bd 367,Well,,02060006,,,,,39.2951052,-76.9435881,24000,1,seconds,Interpolated from MAP.,NAD83,535,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19860108,305,ft,305,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391742076570501,HO Bd 311,Well,,02060006,,,,,39.2937163,-76.9494216,24000,1,seconds,Interpolated from MAP.,NAD83,530,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19831103,165,ft,165,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391742077013201,HO Bc 303,Well,,02060006,,,,,39.2951048,-77.0252566,24000,1,seconds,Interpolated from MAP.,NAD83,580,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Sykesville Formation,,19890601,177,ft,177,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391742077033901,HO Bc 161,Well,,02060006,,,,,39.2951048,-77.0605351,24000,1,seconds,Interpolated from MAP.,NAD83,500,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Morgan Run Formation,,19760831,165,ft,165,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391743076334301,1S3E- 37,Well,,02060003,,,,,39.2953851,-76.5616318,24000,1,seconds,Interpolated from MAP.,NAD83,60,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391743076380601,1S2W-  8,Well,,02060003,,,,,39.2953847,-76.6346903,24000,1,seconds,Interpolated from MAP.,NAD83,80,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391743076560301,HO Bd 319,Well,,02060006,,,,,39.295383,-76.9338657,24000,1,seconds,Interpolated from MAP.,NAD83,505,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,Unconfined single aquifer,19740925,95,ft,95,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391744076334801,1S3E-  1,Well,,02060003,,,,,39.2956628,-76.5630207,24000,5,seconds,Interpolated from MAP.,NAD83,40.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,,"Early Paleozoic-Late Precambrian Erathems, Undifferentiated",,1911,390,ft,395,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391744076482401,HO Bf  10,Well,,02060003,,,,,39.2953838,-76.8063629,24000,1,seconds,Interpolated from MAP.,NAD83,475,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Oella Formation,,19490325,45,ft,45,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391744076580901,HO Bd 383,Well,,02060006,,,,,39.2956606,-76.9688665,24000,1,seconds,Interpolated from MAP.,NAD83,525,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Ultramafic Rocks,,19710215,200,ft,200,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391745076364701,1S1E- 43,Well,,02060003,,,,,39.2959404,-76.612745,24000,1,seconds,Interpolated from MAP.,NAD83,20,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391745076481601,HO Bf  45,Well,,02060003,,,,,39.2959393,-76.8041406,24000,1,seconds,Interpolated from MAP.,NAD83,480,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Oella Formation,,19810701,220,ft,220,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391745076544701,HO Be 111,Well,,02060006,,,,,39.2959387,-76.9127541,24000,1,seconds,Interpolated from MAP.,NAD83,520,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Baltimore Gneiss,Unconfined single aquifer,19850514,103,ft,103,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391745076544702,HO Be 121,Well,,02060006,,,,,39.2959387,-76.9124763,24000,1,seconds,Interpolated from MAP.,NAD83,520,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Baltimore Gneiss,,,,,453,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391745076544703,HO Be 122,Well,,02060006,,,,,39.2959387,-76.9124763,24000,1,seconds,Interpolated from MAP.,NAD83,520,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Baltimore Gneiss,,,,,228,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391745077050101,HO Bb 110,Well,,02060006,,,,,39.2959381,-77.0833134,24000,1,seconds,Interpolated from MAP.,NAD83,580,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Morgan Run Formation,,19860516,180,ft,180,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391745077061401,HO Bb 131,Well,,02060006,,,,,39.2959381,-77.1035916,24000,1,seconds,Interpolated from MAP.,NAD83,575,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Morgan Run Formation,,19791214,205,ft,205,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391745077065001,HO Bb 100,Well,,02060006,,,,,39.2959381,-77.1135919,24000,1,seconds,Interpolated from MAP.,NAD83,540,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Morgan Run Formation,,19760413,105,ft,105,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391746076332501,1S4E-  9,Well,,02060003,,,,,39.2962184,-76.5566316,24000,1,seconds,Interpolated from MAP.,NAD83,58,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,Northern Atlantic Coastal Plain aquifer system,Patuxent Formation,Confined single aquifer,,,,139,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391746076341401,1S3E- 43,Well,,02060003,,,,,39.2962183,-76.5702432,24000,1,seconds,Interpolated from MAP.,NAD83,45,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,,,,19540626,113,ft,113.5,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391746076574001,HO Bd 384,Well,,02060006,,,,,39.2962162,-76.9608107,24000,1,seconds,Interpolated from MAP.,NAD83,525,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19880308,300,ft,300,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391746076574002,HO Bd 385,Well,,02060006,,,,,39.2962162,-76.9608107,24000,1,seconds,Interpolated from MAP.,NAD83,525,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,,,,200,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391747076332401,1S4E-  8,Well,,02060003,,,,,39.2964962,-76.5563538,240000,1,seconds,Interpolated from MAP.,NAD83,58,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,Northern Atlantic Coastal Plain aquifer system,Patuxent Formation,Confined single aquifer,1907,,,172,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391747076340501,1S3E-  5,Well,,02060003,,,,,39.2964961,-76.5677431,24000,5,seconds,Interpolated from MAP.,NAD83,38.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,Northern Atlantic Coastal Plain aquifer system,Patuxent Formation,,193704,100,ft,104,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391747076523501,HO Be 117,Well,,02060006,,,,,39.2964945,-76.8760866,24000,1,seconds,Interpolated from MAP.,NAD83,425,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Baltimore Gneiss,Unconfined single aquifer,19640910,82,ft,82,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391747076531101,HO Be 119,Well,,02060006,,,,,39.2964944,-76.8860869,24000,1,seconds,Interpolated from MAP.,NAD83,420,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,Unconfined single aquifer,19590323,313,ft,313,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391747076531401,HO Be 116,Well,,02060006,,,,,39.2964944,-76.8869202,24000,1,seconds,Interpolated from MAP.,NAD83,430,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,Unconfined single aquifer,19590302,250,ft,250,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391747076550701,HO Bd 343,Well,,02060006,,,,,39.2964942,-76.9183098,24000,1,seconds,Interpolated from MAP.,NAD83,540,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Baltimore Gneiss,Unconfined single aquifer,19780719,227,ft,227,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391747076563001,HO Bd 366,Well,,02060006,,,,,39.2964941,-76.9413659,24000,1,seconds,Interpolated from MAP.,NAD83,570,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19840808,265,ft,265,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391747076592301,HO Bd 273,Well,,02060006,,,,,39.2964938,-76.9894225,24000,1,seconds,Interpolated from MAP.,NAD83,530,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Sykesville Formation,,19860601,125,ft,125,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391747077042501,HO Bc 148,Well,,02060006,,,,,39.2964937,-77.0733132,24000,1,seconds,Interpolated from MAP.,NAD83,550,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Morgan Run Formation,,19760114,150,ft,150,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391748076340401,1S3E- 41,Well,,02060003,,,,,39.2967739,-76.5674654,24000,1,seconds,Interpolated from MAP.,NAD83,40,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,Northern Atlantic Coastal Plain aquifer system,Patuxent Formation,Confined single aquifer,1945,100,ft,400,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391748076352901,1S1W- 32,Well,,02060003,,,,,39.2967738,-76.5910774,24000,1,seconds,Interpolated from MAP.,NAD83,80,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391748076362001,OLD TOWN FIRE HOUSE ADS AT BALTIMORE MD,Atmosphere,,02060003,,,,,39.2967737,-76.6052447,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,24,510,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391748076540601,HO Be   4,Well,,02060006,,,,,39.2967721,-76.901365,24000,1,seconds,Interpolated from MAP.,NAD83,450,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19480630,78,ft,78,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391748076565901,HO Bd 309,Well,,02060006,,,,,39.2962162,-76.9491438,24000,1,seconds,Interpolated from MAP.,NAD83,550,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19801113,250,ft,250,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391748076572701,HO Bd  98,Well,,02060006,,,,,39.2967717,-76.9571996,24000,1,seconds,Interpolated from MAP.,NAD83,505,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19740812,200,ft,200,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391749076332701,1S4E- 10,Well,,02060003,,,,,39.2970517,-76.5571872,24000,1,seconds,Interpolated from MAP.,NAD83,60,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,Northern Atlantic Coastal Plain aquifer system,Patuxent Formation,Confined single aquifer,1892,,,82,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391749076553701,HO Bd 407,Well,,02060006,,,,,39.2970497,-76.9266433,24000,1,seconds,Interpolated from MAP.,NAD83,480,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,Unconfined single aquifer,19880919,128,ft,128,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391749076554001,HO Bd 356,Well,,02060006,,,,,39.2970497,-76.9274767,24000,1,seconds,Interpolated from MAP.,NAD83,480,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Setters Formation,,19820420,200,ft,200,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391749077000901,HO Bc 237,Well,,02060006,,,,,39.2956604,-77.0022005,24000,1,seconds,Interpolated from MAP.,NAD83,560,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Sykesville Formation,,19801112,80,ft,80,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391749077060701,HO Bb 132,Well,,02060006,,,,,39.2970492,-77.1016472,24000,1,seconds,Interpolated from MAP.,NAD83,580,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Morgan Run Formation,,19830429,165,ft,165,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391751076351301,1N2E-  7,Well,,02060003,,,,,39.2976071,-76.5866328,24000,5,seconds,Interpolated from MAP.,NAD83,100,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,Northern Atlantic Coastal Plain aquifer system,Patuxent Formation,Confined single aquifer,1899,62,ft,62,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391751076565401,HO Bd 308,Well,,02060006,,,,,39.2976051,-76.9480327,24000,1,seconds,Interpolated from MAP.,NAD83,550,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19790626,504,ft,504,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391751076595701,HO Bd  75,Well,,02060006,,,,,39.2976048,-76.9988672,24000,1,seconds,Interpolated from MAP.,NAD83,540,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Sykesville Formation,,19750731,145,ft,145,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391751077050601,HO Bb 109,Well,,02060006,,,,,39.2976047,-77.0847024,24000,1,seconds,Interpolated from MAP.,NAD83,580,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Morgan Run Formation,,19740227,125,ft,125,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391752076334401,1S3E- 48,Well: Test hole not completed as a well,,02060003,,,,,39.297885,-76.5619096,24000,1,seconds,Interpolated from MAP.,NAD83,60,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,Northern Atlantic Coastal Plain aquifer system,Patuxent Formation,,19660504,155,ft,167,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391752076352201,1N2E-  8,Well,,02060003,,,,,39.2978849,-76.5891329,24000,5,seconds,Interpolated from MAP.,NAD83,105,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,,,,,84,ft,84,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391752076510001,HO Be   6,Well,,02060003,,,,,39.2978835,-76.8496972,24000,1,seconds,Interpolated from MAP.,NAD83,480,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Oella Formation,,19490101,148,ft,148,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391752077012601,HO Bc 191,Well,,02060006,,,,,39.2978825,-77.0235899,24000,1,seconds,Interpolated from MAP.,NAD83,585,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Sykesville Formation,,19661019,125,ft,125,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391752077012801,HO Bc 190,Well,,02060006,,,,,39.2978825,-77.0241455,24000,1,seconds,Interpolated from MAP.,NAD83,585,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Sykesville Formation,,19660726,80,ft,80,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391753076541401,HO Be  11,Well,,02060006,,,,,39.2981609,-76.9035873,24000,1,seconds,Interpolated from MAP.,NAD83,515,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,,362,ft,362,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391753076555201,HO Bd 389,Well,,02060006,,,,,39.2981608,-76.9308101,24000,1,seconds,Interpolated from MAP.,NAD83,465,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19880909,300,ft,300,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391753076555801,HO Bd 325,Well,,02060006,,,,,39.2981608,-76.9324768,24000,1,seconds,Interpolated from MAP.,NAD83,475,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,Unconfined single aquifer,19830930,300,ft,300,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391754076250801,BA Ff  87,Well,,02060003,,,,,39.2984413,-76.4185712,24000,1,seconds,Interpolated from MAP.,NAD83,10,feet,5,feet,Interpolated from topographic map.,NGVD29,US,24,005,Northern Atlantic Coastal Plain aquifer system,Patapsco Formation,,19940413,60,ft,60,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391754076360201,1N1E-  4,Well,,02060003,,,,,39.2984404,-76.6002445,24000,5,seconds,Interpolated from MAP.,NAD83,45,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,Piedmont and Blue Ridge crystalline-rock aquifers,Baltimore Gabbro Complex,,195008,146,ft,146,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391754077051901,HO Bb 108,Well,,02060006,,,,,39.2984381,-77.0883136,24000,1,seconds,Interpolated from MAP.,NAD83,600,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Morgan Run Formation,,19770412,185,ft,185,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391755076563601,HO Bd 365,Well,,02060006,,,,,39.2987162,-76.9430326,24000,1,seconds,Interpolated from MAP.,NAD83,540,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19880413,200,ft,200,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391755076572401,HO Bd  92,Well,,02060006,,,,,39.2987161,-76.9563662,24000,1,seconds,Interpolated from MAP.,NAD83,515,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19830818,200,ft,200,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391756076372801,1N1W-  1,Well,,02060003,,,,,39.2989958,-76.6241344,24000,1,seconds,Interpolated from MAP.,NAD83,100,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,,,,1905,,,315,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391756076372802,1N1W-  3,Well,,02060003,,,,,39.2989958,-76.6241344,24000,1,seconds,Interpolated from MAP.,NAD83,100,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,,,,,,,115,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391756076485301,HO Bf  14,Well,,02060003,,,,,39.2989948,-76.8141409,24000,1,seconds,Interpolated from MAP.,NAD83,470,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Oella Formation,,,25.7,ft,25.7,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391756076552801,HO Bd 345,Well,,02060006,,,,,39.2987164,-76.9230322,24000,1,seconds,Interpolated from MAP.,NAD83,520,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Baltimore Gneiss,Unconfined single aquifer,19870624,165,ft,165,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391756076562401,HO Bd 301,Well,,02060006,,,,,39.298994,-76.9396992,24000,1,seconds,Interpolated from MAP.,NAD83,550,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19851022,305,ft,305,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391756076562402,HO Bd 302,Well,,02060006,,,,,39.298994,-76.9396992,24000,1,seconds,Interpolated from MAP.,NAD83,550,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,,,,300,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391756076565901,HO Bd 306,Well,,02060006,,,,,39.298994,-76.9494216,24000,1,seconds,Interpolated from MAP.,NAD83,540,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19790419,250,ft,250,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391756077005201,HO Bc 201,Well,,02060006,,,,,39.2989936,-77.0138675,24000,1,seconds,Interpolated from MAP.,NAD83,570,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Sykesville Formation,,19721109,67,ft,67,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391756077042501,HO Bc 147,Well,,02060006,,,,,39.2989936,-77.0733132,24000,1,seconds,Interpolated from MAP.,NAD83,495,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Morgan Run Formation,,19750623,265,ft,265,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391758076530101,HO Be 114,Well,,02060006,,,,,39.2995499,-76.883309,24000,1,seconds,Interpolated from MAP.,NAD83,425,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,Unconfined single aquifer,19600819,65,ft,65,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391758076565001,HO Bd 305,Well,,02060006,,,,,39.2995495,-76.9469216,24000,1,seconds,Interpolated from MAP.,NAD83,555,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19780927,120,ft,120,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391758076570801,HO Bd 307,Well,,02060006,,,,,39.2995495,-76.9519217,24000,1,seconds,Interpolated from MAP.,NAD83,505,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19790509,125,ft,125,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391759077012501,HO Bc 192,Well,,02060006,,,,,39.299827,-77.0233122,24000,1,seconds,Interpolated from MAP.,NAD83,585,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,Piedmont and Blue Ridge crystalline-rock aquifers,Sykesville Formation,,19741205,248,ft,248,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391759077043701,HO Bc 146,Well,,02060006,,,,,39.2998269,-77.0766466,24000,1,seconds,Interpolated from MAP.,NAD83,505,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Morgan Run Formation,,19740127,160,ft,160,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391800076303201,BA Fe  59,Well,,02060003,,,,,39.3001075,-76.5085741,24000,1,seconds,Interpolated from MAP.,NAD83,40,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,005,Northern Atlantic Coastal Plain aquifer system,Patuxent Formation,Confined single aquifer,,338,ft,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391800076563301,HO Bd 300,Well,,02060006,,,,,39.3001051,-76.9421993,24000,1,seconds,Interpolated from MAP.,NAD83,565,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,027,,Loch Raven Schist,,19781227,125,ft,125,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391802076320301,1N5E-  4,Well,,02060003,,,,,39.3006629,-76.5338529,24000,5,seconds,Interpolated from MAP.,NAD83,20.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,Northern Atlantic Coastal Plain aquifer system,Patuxent Formation,Confined single aquifer,19740603,115,ft,115,ft,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-391802076320302,1N5E-  3,Well,,02060003,,,,,39.3006629,-76.5338529,24000,1,seconds,Interpolated from MAP.,NAD83,20,feet,10,feet,Interpolated from topographic map.,NGVD29,US,24,510,,,,19740603,110,ft,110,ft,NWIS
